Age,CityTier,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,MonthlyIncome,TypeofContact,Occupation,Gender,ProductPitched,MaritalStatus,Designation
21.0,1,16.0,2,4.0,3.0,2.0,0,4,1,0.0,17625.0,Company Invited,Salaried,Female,Basic,Single,Executive
25.0,1,16.0,3,4.0,5.0,4.0,1,3,0,2.0,21850.0,Company Invited,Small Business,Male,Basic,Single,Executive
30.0,3,9.0,4,4.0,3.0,3.0,0,1,1,2.0,23327.0,Company Invited,Salaried,Male,Deluxe,Married,Manager
33.0,3,22.0,3,3.0,5.0,6.0,0,3,1,0.0,20324.0,Self Enquiry,Small Business,Female,Deluxe,Single,Manager
44.0,1,23.0,3,5.0,3.0,3.0,0,4,1,1.0,17290.0,Company Invited,Salaried,Male,Basic,Single,Executive
36.0,2,33.0,3,4.0,3.0,3.0,1,1,1,1.0,27515.0,Self Enquiry,Salaried,Female,Standard,Single,Senior Manager
23.0,1,23.0,4,2.0,3.0,3.0,1,3,0,3.0,21613.0,Company Invited,Small Business,Male,Basic,Married,Executive
52.0,1,13.0,3,4.0,3.0,2.0,0,5,1,2.0,38215.0,Self Enquiry,Salaried,Male,King,Single,VP
32.0,1,10.0,4,4.0,3.0,2.0,0,4,1,3.0,32353.0,Company Invited,Small Business,Male,Standard,Married,Senior Manager
26.0,1,7.0,4,4.0,3.0,2.0,0,3,1,2.0,23576.0,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
54.0,1,13.0,3,4.0,3.0,4.0,0,5,1,2.0,21128.0,Self Enquiry,Salaried,Male,Deluxe,Single,Manager
28.0,1,12.0,3,4.0,4.0,3.0,1,3,0,2.0,21156.0,Self Enquiry,Salaried,Female,Basic,Single,Executive
20.0,1,16.0,2,3.0,3.0,2.0,1,5,1,1.0,16009.0,Self Enquiry,Small Business,Male,Basic,Single,Executive
48.0,3,9.0,4,5.0,3.0,3.0,1,1,0,1.0,21972.0,Self Enquiry,Salaried,Female,Basic,Single,Executive
32.0,1,31.0,4,5.0,5.0,3.0,0,5,0,3.0,25490.0,Self Enquiry,Small Business,Female,Deluxe,Single,Manager
32.0,1,36.0,4,5.0,4.0,2.0,0,3,1,3.0,22157.0,Company Invited,Small Business,Male,Basic,Single,Executive
35.0,1,8.0,2,4.0,4.0,3.0,0,4,1,0.0,25274.0,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
52.0,1,15.0,3,6.0,3.0,4.0,0,2,0,2.0,29328.0,Company Invited,Salaried,Male,Standard,Single,Senior Manager
33.0,1,16.0,3,4.0,5.0,2.0,0,4,1,1.0,22878.0,Self Enquiry,Small Business,Female,Basic,Single,Executive
22.0,3,19.0,3,3.0,4.0,3.0,0,5,0,2.0,21394.0,Self Enquiry,Salaried,Female,Basic,Single,Executive
39.0,1,6.0,2,3.0,3.0,2.0,1,3,0,1.0,34197.0,Company Invited,Salaried,Male,King,Married,VP
43.0,2,9.0,4,2.0,5.0,2.0,0,1,1,2.0,24950.0,Company Invited,Small Business,Male,Deluxe,Married,Manager
33.0,2,9.0,2,3.0,4.0,4.0,1,5,0,1.0,17277.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
43.0,3,11.0,3,4.0,5.0,2.0,0,5,1,2.0,23833.0,Self Enquiry,Small Business,Male,Deluxe,Single,Manager
43.0,3,15.0,2,5.0,3.0,1.0,0,1,0,0.0,20346.0,Self Enquiry,Small Business,Female,Deluxe,Single,Manager
24.0,2,28.0,2,5.0,3.0,2.0,0,1,0,1.0,16555.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
36.0,1,7.0,4,4.0,5.0,6.0,0,1,0,2.0,20872.0,Company Invited,Small Business,Male,Basic,Married,Executive
29.0,1,19.0,4,4.0,3.0,3.0,1,4,1,1.0,21193.0,Self Enquiry,Salaried,Female,Basic,Divorced,Executive
37.0,1,19.0,4,4.0,3.0,2.0,1,1,0,3.0,23341.0,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
41.0,3,26.0,3,3.0,4.0,2.0,1,4,0,2.0,18140.0,Self Enquiry,Small Business,Female,Basic,Single,Executive
42.0,1,12.0,3,2.0,4.0,5.0,0,5,1,1.0,25548.0,Self Enquiry,Salaried,Male,Deluxe,Single,Manager
32.0,3,14.0,3,5.0,3.0,5.0,0,4,1,2.0,21007.0,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
60.0,2,13.0,3,4.0,3.0,2.0,0,4,0,1.0,20945.0,Self Enquiry,Small Business,Male,Basic,Married,Executive
31.0,1,10.0,3,4.0,5.0,7.0,1,4,0,1.0,21335.0,Self Enquiry,Large Business,Female,Basic,Single,Executive
45.0,1,14.0,3,5.0,3.0,5.0,0,4,1,1.0,28926.0,Self Enquiry,Small Business,Female,Standard,Divorced,Senior Manager
42.0,1,19.0,3,4.0,3.0,5.0,1,3,1,1.0,23444.0,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
31.0,1,11.0,3,4.0,3.0,20.0,1,4,1,2.0,20963.0,Company Invited,Large Business,Male,Basic,Single,Executive
38.0,1,29.0,2,3.0,3.0,1.0,0,3,0,0.0,20745.0,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
18.0,1,6.0,3,3.0,3.0,2.0,0,5,1,1.0,16611.0,Company Invited,Salaried,Female,Basic,Single,Executive
36.0,3,14.0,2,3.0,3.0,5.0,0,3,1,0.0,20079.0,Company Invited,Large Business,Male,Deluxe,Married,Manager
39.0,1,5.0,2,4.0,3.0,2.0,0,5,1,1.0,34272.0,Company Invited,Small Business,Male,King,Divorced,VP
42.0,1,8.0,2,3.0,5.0,1.0,0,3,1,0.0,32665.0,Self Enquiry,Small Business,Male,Super Deluxe,Married,AVP
32.0,3,25.0,3,5.0,3.0,4.0,0,3,1,2.0,24610.0,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
46.0,1,24.0,2,3.0,3.0,6.0,0,3,0,1.0,25527.0,Company Invited,Small Business,Female,Standard,Married,Senior Manager
28.0,3,27.0,3,4.0,3.0,3.0,0,1,1,2.0,28659.0,Company Invited,Salaried,Female,Deluxe,Single,Manager
51.0,1,6.0,3,3.0,3.0,2.0,0,4,1,0.0,17723.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
25.0,1,24.0,4,5.0,4.0,3.0,0,3,1,2.0,20805.0,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
47.0,3,10.0,3,3.0,3.0,4.0,0,4,0,2.0,17976.0,Company Invited,Small Business,Male,Deluxe,Single,Manager
26.0,3,17.0,3,4.0,3.0,2.0,0,1,1,1.0,23628.0,Self Enquiry,Salaried,Male,Deluxe,Single,Manager
52.0,1,15.0,3,5.0,4.0,7.0,0,3,1,2.0,31168.0,Self Enquiry,Salaried,Male,Standard,Divorced,Senior Manager
39.0,1,9.0,3,4.0,4.0,6.0,0,4,0,1.0,23533.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
27.0,3,30.0,3,5.0,3.0,2.0,1,2,1,1.0,22835.0,Self Enquiry,Small Business,Female,Deluxe,Divorced,Manager
35.0,1,15.0,3,4.0,5.0,5.0,0,5,1,2.0,23799.0,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
38.0,3,6.0,2,4.0,3.0,5.0,0,2,1,1.0,23686.0,Self Enquiry,Salaried,Female,Deluxe,Single,Manager
50.0,3,18.0,4,4.0,3.0,5.0,0,4,0,2.0,23185.0,Self Enquiry,Small Business,Female,Deluxe,Single,Manager
42.0,3,10.0,3,5.0,4.0,4.0,0,3,0,2.0,27616.0,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
53.0,1,30.0,2,1.0,3.0,4.0,0,3,0,1.0,22005.0,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
33.0,3,16.0,3,6.0,3.0,2.0,0,2,0,2.0,23346.0,Company Invited,Small Business,Male,Deluxe,Married,Manager
30.0,1,9.0,4,4.0,4.0,2.0,0,4,0,1.0,21381.0,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
44.0,1,9.0,2,3.0,3.0,5.0,1,1,0,1.0,34513.0,Self Enquiry,Salaried,Male,King,Married,VP
27.0,3,17.0,3,1.0,3.0,1.0,0,3,1,1.0,17534.0,Self Enquiry,Small Business,Female,Basic,Divorced,Executive
27.0,3,14.0,2,3.0,3.0,2.0,0,2,1,0.0,23726.0,Company Invited,Salaried,Male,Standard,Single,Senior Manager
24.0,1,27.0,4,4.0,3.0,2.0,0,4,1,3.0,20950.0,Self Enquiry,Salaried,Male,Deluxe,Single,Manager
42.0,2,8.0,3,1.0,5.0,1.0,0,2,0,2.0,21272.0,Company Invited,Small Business,Male,Deluxe,Divorced,Manager
28.0,1,21.0,3,4.0,5.0,3.0,1,4,1,1.0,20913.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
21.0,3,16.0,3,4.0,3.0,3.0,1,4,0,1.0,21001.0,Company Invited,Small Business,Female,Basic,Single,Executive
43.0,1,36.0,4,4.0,4.0,3.0,0,3,1,1.0,23112.0,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
30.0,3,35.0,2,3.0,4.0,4.0,0,4,0,1.0,24250.0,Self Enquiry,Large Business,Male,Standard,Married,Senior Manager
23.0,1,18.0,3,3.0,3.0,2.0,0,5,1,0.0,17647.0,Self Enquiry,Salaried,Male,Basic,Single,Executive
37.0,3,10.0,2,3.0,3.0,5.0,0,4,1,0.0,17793.0,Company Invited,Small Business,Male,Basic,Married,Executive
31.0,3,13.0,3,2.0,3.0,5.0,0,2,1,0.0,21929.0,Self Enquiry,Large Business,Male,Deluxe,Divorced,Manager
31.0,3,32.0,3,4.0,3.0,2.0,1,3,1,2.0,23414.0,Company Invited,Large Business,Female,Deluxe,Married,Manager
23.0,1,15.0,4,6.0,5.0,3.0,0,2,1,1.0,21129.0,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
41.0,3,9.0,4,4.0,4.0,5.0,0,3,1,2.0,24355.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
28.0,1,12.0,3,5.0,3.0,3.0,1,3,0,1.0,31486.0,Self Enquiry,Large Business,Male,Standard,Married,Senior Manager
54.0,3,15.0,4,4.0,3.0,7.0,0,3,1,1.0,30514.0,Self Enquiry,Small Business,Male,Super Deluxe,Married,AVP
33.0,1,17.0,3,4.0,3.0,8.0,0,1,0,1.0,22111.0,Company Invited,Salaried,Male,Basic,Married,Executive
55.0,3,8.0,2,3.0,3.0,5.0,0,1,1,0.0,20160.0,Self Enquiry,Small Business,Male,Deluxe,Single,Manager
38.0,1,12.0,3,4.0,3.0,3.0,0,4,1,1.0,20321.0,Company Invited,Salaried,Male,Deluxe,Married,Manager
30.0,1,14.0,3,4.0,3.0,3.0,1,3,0,1.0,25301.0,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
25.0,1,11.0,3,5.0,3.0,2.0,0,3,0,1.0,21840.0,Company Invited,Salaried,Male,Basic,Divorced,Executive
26.0,1,30.0,3,5.0,3.0,2.0,1,3,0,1.0,17340.0,Self Enquiry,Large Business,Male,Basic,Single,Executive
48.0,3,11.0,4,4.0,3.0,5.0,0,4,0,3.0,21654.0,Company Invited,Small Business,Male,Deluxe,Single,Manager
31.0,1,6.0,2,3.0,4.0,2.0,0,3,1,0.0,17501.0,Self Enquiry,Small Business,Male,Basic,Single,Executive
18.0,3,11.0,3,3.0,4.0,2.0,1,4,1,2.0,16878.0,Company Invited,Small Business,Male,Basic,Single,Executive
29.0,3,26.0,2,3.0,3.0,3.0,0,2,1,1.0,21931.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
54.0,1,30.0,4,4.0,3.0,8.0,0,5,1,2.0,32953.0,Self Enquiry,Salaried,Female,Super Deluxe,Single,AVP
31.0,1,11.0,3,3.0,5.0,1.0,0,1,0,2.0,24936.0,Company Invited,Small Business,Male,Deluxe,Single,Manager
34.0,1,6.0,3,3.0,5.0,6.0,0,1,1,2.0,17996.0,Company Invited,Salaried,Male,Basic,Married,Executive
37.0,1,16.0,3,3.0,3.0,7.0,0,3,0,2.0,25048.0,Company Invited,Small Business,Male,Standard,Married,Senior Manager
42.0,3,13.0,4,4.0,3.0,5.0,1,2,0,2.0,32269.0,Self Enquiry,Salaried,Female,Standard,Single,Senior Manager
40.0,3,31.0,3,5.0,3.0,2.0,0,1,1,2.0,30709.0,Self Enquiry,Small Business,Female,Super Deluxe,Married,AVP
34.0,3,6.0,3,1.0,3.0,1.0,0,5,0,1.0,24725.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
56.0,1,6.0,2,3.0,5.0,3.0,0,5,1,1.0,17066.0,Self Enquiry,Salaried,Female,Basic,Divorced,Executive
46.0,1,30.0,3,4.0,5.0,3.0,1,2,1,1.0,22311.0,Company Invited,Salaried,Male,Deluxe,Divorced,Manager
22.0,1,32.0,2,4.0,3.0,2.0,1,3,0,0.0,17814.0,Company Invited,Salaried,Female,Basic,Married,Executive
29.0,1,31.0,3,4.0,4.0,3.0,1,1,0,1.0,21086.0,Self Enquiry,Small Business,Male,Basic,Married,Executive
31.0,3,13.0,2,4.0,3.0,1.0,0,3,1,0.0,26557.0,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
40.0,3,12.0,3,4.0,3.0,5.0,0,1,0,1.0,20764.0,Self Enquiry,Large Business,Male,Deluxe,Married,Manager
51.0,3,8.0,2,3.0,4.0,3.0,0,4,0,0.0,25596.0,Company Invited,Small Business,Male,Standard,Divorced,Senior Manager
34.0,3,7.0,3,2.0,5.0,4.0,0,3,0,2.0,24054.0,Company Invited,Salaried,Female,Deluxe,Married,Manager
40.0,2,10.0,3,3.0,4.0,2.0,0,2,1,1.0,25067.0,Self Enquiry,Salaried,Female,Deluxe,Divorced,Manager
54.0,1,7.0,2,3.0,3.0,1.0,0,5,0,1.0,25502.0,Company Invited,Salaried,Female,Standard,Married,Senior Manager
38.0,1,26.0,4,4.0,4.0,6.0,0,4,1,2.0,21700.0,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
43.0,3,21.0,2,4.0,3.0,4.0,0,5,1,0.0,21804.0,Company Invited,Salaried,Male,Deluxe,Married,Manager
46.0,3,32.0,3,4.0,4.0,1.0,0,4,1,2.0,22991.0,Company Invited,Salaried,Male,Deluxe,Single,Manager
53.0,1,13.0,2,3.0,3.0,4.0,0,2,1,0.0,33606.0,Self Enquiry,Small Business,Female,King,Married,VP
33.0,3,9.0,4,4.0,5.0,3.0,0,3,0,2.0,21505.0,Company Invited,Salaried,Female,Basic,Married,Executive
41.0,1,16.0,3,4.0,5.0,5.0,0,1,1,2.0,20696.0,Self Enquiry,Salaried,Male,Basic,Single,Executive
38.0,1,21.0,3,4.0,3.0,1.0,1,5,1,2.0,26510.0,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
31.0,1,35.0,4,4.0,3.0,3.0,0,3,0,3.0,24453.0,Self Enquiry,Small Business,Female,Deluxe,Divorced,Manager
36.0,1,18.0,4,5.0,5.0,4.0,1,5,1,3.0,28562.0,Company Invited,Small Business,Male,Standard,Married,Senior Manager
30.0,1,6.0,2,4.0,3.0,2.0,1,1,1,1.0,20126.0,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
55.0,1,6.0,2,3.0,5.0,1.0,1,2,1,0.0,34045.0,Self Enquiry,Small Business,Male,King,Single,VP
39.0,3,11.0,2,3.0,3.0,4.0,0,2,0,1.0,17086.0,Self Enquiry,Large Business,Male,Deluxe,Divorced,Manager
31.0,1,18.0,2,3.0,3.0,1.0,1,4,0,1.0,20855.0,Self Enquiry,Small Business,Female,Deluxe,Divorced,Manager
38.0,1,6.0,3,3.0,5.0,2.0,0,4,1,2.0,28582.0,Self Enquiry,Large Business,Female,Standard,Divorced,Senior Manager
41.0,3,7.0,3,6.0,3.0,4.0,1,3,1,1.0,26135.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
19.0,3,10.0,4,4.0,3.0,3.0,1,5,0,2.0,20247.0,Company Invited,Small Business,Female,Basic,Single,Executive
20.0,3,8.0,2,4.0,3.0,2.0,0,4,0,1.0,17044.0,Self Enquiry,Small Business,Female,Basic,Single,Executive
26.0,3,11.0,3,5.0,5.0,3.0,0,3,1,2.0,22934.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
32.0,1,9.0,3,3.0,5.0,2.0,0,1,1,0.0,21725.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
46.0,1,8.0,2,3.0,3.0,3.0,0,2,1,0.0,22379.0,Self Enquiry,Large Business,Male,Deluxe,Married,Manager
40.0,3,10.0,3,4.0,3.0,1.0,0,1,1,1.0,25855.0,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
36.0,3,24.0,4,4.0,5.0,5.0,1,3,0,3.0,27644.0,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
47.0,3,16.0,4,5.0,3.0,3.0,0,5,1,3.0,28297.0,Self Enquiry,Small Business,Male,Standard,Single,Senior Manager
49.0,1,14.0,2,3.0,4.0,5.0,0,4,0,1.0,22403.0,Self Enquiry,Salaried,Female,Standard,Married,Senior Manager
41.0,3,16.0,3,4.0,5.0,2.0,0,3,1,2.0,24151.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
33.0,3,23.0,2,3.0,3.0,2.0,0,3,1,1.0,32444.0,Company Invited,Salaried,Male,Super Deluxe,Single,AVP
31.0,1,10.0,4,4.0,3.0,3.0,0,3,1,2.0,20761.0,Company Invited,Small Business,Female,Basic,Married,Executive
31.0,2,7.0,3,4.0,3.0,2.0,0,1,0,2.0,20742.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
49.0,1,24.0,2,4.0,3.0,2.0,1,3,1,0.0,34502.0,Self Enquiry,Salaried,Male,King,Married,VP
35.0,3,14.0,3,4.0,3.0,5.0,1,5,1,2.0,25377.0,Company Invited,Small Business,Female,Standard,Divorced,Senior Manager
40.0,3,9.0,3,2.0,3.0,2.0,0,1,0,1.0,26558.0,Self Enquiry,Salaried,Male,Standard,Single,Senior Manager
28.0,1,8.0,2,4.0,5.0,1.0,0,4,0,0.0,17561.0,Company Invited,Small Business,Male,Basic,Single,Executive
32.0,1,7.0,4,5.0,5.0,3.0,0,4,1,2.0,20896.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
38.0,3,9.0,3,3.0,3.0,1.0,0,2,1,1.0,25609.0,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
29.0,2,12.0,2,4.0,4.0,2.0,0,3,1,1.0,17804.0,Self Enquiry,Small Business,Male,Basic,Married,Executive
33.0,1,6.0,3,2.0,3.0,5.0,0,2,0,2.0,31184.0,Self Enquiry,Small Business,Female,Super Deluxe,Married,AVP
23.0,3,15.0,2,3.0,5.0,2.0,0,5,1,0.0,16790.0,Company Invited,Small Business,Male,Basic,Married,Executive
38.0,1,8.0,3,1.0,5.0,7.0,1,1,0,0.0,20980.0,Company Invited,Salaried,Female,Deluxe,Single,Manager
34.0,1,28.0,4,2.0,4.0,3.0,0,1,1,2.0,20706.0,Self Enquiry,Small Business,Male,Basic,Married,Executive
32.0,1,10.0,3,4.0,3.0,3.0,0,4,1,2.0,22762.0,Company Invited,Salaried,Female,Basic,Single,Executive
56.0,1,15.0,2,3.0,3.0,1.0,0,4,0,0.0,26103.0,Self Enquiry,Small Business,Male,Super Deluxe,Divorced,AVP
55.0,1,24.0,3,3.0,4.0,4.0,1,5,1,1.0,21385.0,Company Invited,Small Business,Male,Deluxe,Married,Manager
31.0,3,12.0,3,2.0,3.0,5.0,0,5,1,2.0,20460.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
33.0,1,36.0,3,5.0,4.0,3.0,0,3,1,1.0,21515.0,Self Enquiry,Salaried,Female,Basic,Single,Executive
44.0,1,8.0,3,1.0,3.0,2.0,1,4,1,0.0,22879.0,Self Enquiry,Salaried,Female,Standard,Married,Senior Manager
52.0,3,13.0,3,3.0,3.0,3.0,1,4,1,2.0,23446.0,Company Invited,Small Business,Female,Basic,Married,Executive
38.0,1,18.0,4,4.0,3.0,6.0,0,3,0,2.0,22307.0,Self Enquiry,Small Business,Female,Basic,Single,Executive
37.0,3,17.0,3,4.0,3.0,3.0,0,2,1,2.0,28658.0,Company Invited,Small Business,Male,Standard,Single,Senior Manager
31.0,2,28.0,2,5.0,3.0,2.0,0,1,0,1.0,24852.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
38.0,1,20.0,3,4.0,3.0,3.0,0,1,0,1.0,22963.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
39.0,1,6.0,3,3.0,3.0,1.0,0,3,0,1.0,17232.0,Self Enquiry,Small Business,Female,Basic,Married,Executive
34.0,1,21.0,3,3.0,5.0,1.0,0,4,1,2.0,32007.0,Company Invited,Small Business,Male,Super Deluxe,Married,AVP
38.0,1,12.0,3,5.0,3.0,1.0,1,2,0,2.0,20329.0,Company Invited,Small Business,Female,Deluxe,Married,Manager
38.0,1,14.0,2,4.0,3.0,6.0,0,1,0,1.0,32342.0,Self Enquiry,Small Business,Male,Standard,Single,Senior Manager
51.0,1,14.0,2,4.0,4.0,6.0,0,3,1,1.0,27490.0,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
34.0,3,8.0,3,3.0,3.0,7.0,0,5,0,0.0,17231.0,Company Invited,Small Business,Female,Basic,Married,Executive
25.0,1,16.0,3,5.0,4.0,3.0,0,5,1,1.0,21372.0,Company Invited,Salaried,Male,Basic,Married,Executive
48.0,1,10.0,3,4.0,3.0,1.0,0,5,1,0.0,25999.0,Self Enquiry,Salaried,Male,Standard,Single,Senior Manager
41.0,3,9.0,4,4.0,4.0,7.0,0,4,1,2.0,23005.0,Company Invited,Small Business,Male,Deluxe,Married,Manager
27.0,1,12.0,3,5.0,3.0,3.0,1,2,0,2.0,21044.0,Company Invited,Small Business,Female,Basic,Divorced,Executive
33.0,3,16.0,2,1.0,3.0,1.0,1,4,1,1.0,23380.0,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
41.0,2,16.0,3,4.0,3.0,4.0,0,2,1,0.0,34141.0,Self Enquiry,Salaried,Male,King,Married,VP
29.0,1,30.0,3,4.0,3.0,2.0,1,3,1,2.0,17439.0,Company Invited,Salaried,Male,Basic,Single,Executive
42.0,1,9.0,3,1.0,3.0,3.0,1,5,0,0.0,20231.0,Self Enquiry,Salaried,Female,Deluxe,Divorced,Manager
26.0,1,9.0,4,2.0,5.0,2.0,0,2,1,3.0,22102.0,Self Enquiry,Small Business,Male,Basic,Single,Executive
32.0,1,30.0,4,5.0,3.0,2.0,0,3,1,2.0,24260.0,Self Enquiry,Small Business,Male,Deluxe,Divorced,Manager
29.0,1,13.0,3,4.0,3.0,7.0,0,5,1,1.0,17532.0,Self Enquiry,Small Business,Female,Basic,Married,Executive
38.0,1,15.0,3,3.0,5.0,5.0,0,3,0,2.0,21893.0,Company Invited,Salaried,Male,Deluxe,Married,Manager
48.0,1,9.0,4,4.0,3.0,7.0,0,2,0,2.0,23748.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
60.0,3,22.0,2,3.0,5.0,1.0,0,4,1,1.0,20405.0,Self Enquiry,Small Business,Male,Deluxe,Single,Manager
44.0,3,11.0,3,5.0,3.0,5.0,0,3,1,1.0,28909.0,Self Enquiry,Small Business,Female,Standard,Single,Senior Manager
32.0,1,19.0,4,4.0,3.0,2.0,1,4,1,3.0,22607.0,Self Enquiry,Small Business,Female,Basic,Divorced,Executive
55.0,1,8.0,3,3.0,4.0,4.0,0,2,1,1.0,25976.0,Company Invited,Salaried,Male,Standard,Divorced,Senior Manager
40.0,1,16.0,4,4.0,4.0,2.0,0,1,1,1.0,25460.0,Company Invited,Salaried,Male,Deluxe,Single,Manager
35.0,3,7.0,4,5.0,3.0,3.0,1,1,1,2.0,25761.0,Self Enquiry,Large Business,Male,Standard,Divorced,Senior Manager
45.0,1,26.0,3,5.0,5.0,3.0,1,3,0,0.0,25851.0,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
50.0,1,27.0,4,4.0,5.0,3.0,0,2,1,3.0,25245.0,Self Enquiry,Small Business,Female,Deluxe,Divorced,Manager
37.0,1,13.0,1,3.0,3.0,5.0,0,2,0,0.0,28664.0,Self Enquiry,Small Business,Male,Standard,Single,Senior Manager
40.0,3,13.0,3,2.0,3.0,4.0,0,4,1,2.0,26915.0,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
50.0,3,18.0,3,3.0,3.0,5.0,0,5,0,0.0,24208.0,Company Invited,Small Business,Female,Standard,Single,Senior Manager
32.0,1,14.0,3,4.0,3.0,3.0,1,4,1,2.0,25821.0,Self Enquiry,Small Business,Female,Standard,Single,Senior Manager
29.0,3,12.0,4,4.0,3.0,3.0,0,3,0,2.0,23586.0,Self Enquiry,Small Business,Male,Deluxe,Single,Manager
35.0,3,15.0,4,2.0,3.0,3.0,0,1,0,3.0,25477.0,Self Enquiry,Large Business,Male,Deluxe,Married,Manager
44.0,1,10.0,2,3.0,4.0,1.0,0,2,1,0.0,20933.0,Self Enquiry,Small Business,Male,Deluxe,Single,Manager
40.0,1,21.0,3,4.0,3.0,2.0,0,1,1,1.0,25435.0,Self Enquiry,Salaried,Female,Standard,Married,Senior Manager
25.0,3,30.0,3,5.0,3.0,2.0,1,1,1,1.0,16118.0,Company Invited,Salaried,Male,Basic,Single,Executive
40.0,3,34.0,2,5.0,5.0,4.0,0,5,0,1.0,25932.0,Company Invited,Salaried,Male,Standard,Married,Senior Manager
25.0,1,7.0,4,4.0,3.0,4.0,1,3,1,3.0,20971.0,Self Enquiry,Small Business,Male,Basic,Divorced,Executive
54.0,3,13.0,3,4.0,3.0,4.0,1,5,0,1.0,20984.0,Self Enquiry,Small Business,Male,Deluxe,Divorced,Manager
46.0,1,8.0,2,3.0,3.0,3.0,0,1,0,0.0,22379.0,Self Enquiry,Large Business,Male,Deluxe,Married,Manager
28.0,1,7.0,4,4.0,5.0,3.0,0,4,1,3.0,26090.0,Self Enquiry,Salaried,Female,Standard,Divorced,Senior Manager
31.0,3,10.0,4,4.0,3.0,3.0,1,5,1,2.0,23305.0,Company Invited,Small Business,Female,Basic,Single,Executive
24.0,1,17.0,4,2.0,3.0,3.0,0,1,0,2.0,22183.0,Self Enquiry,Small Business,Male,Basic,Single,Executive
32.0,1,30.0,4,5.0,3.0,2.0,0,3,0,2.0,24260.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
34.0,1,7.0,3,5.0,3.0,2.0,0,4,1,2.0,25627.0,Self Enquiry,Salaried,Female,Deluxe,Single,Manager
32.0,1,14.0,3,5.0,3.0,3.0,0,1,1,1.0,27621.0,Company Invited,Salaried,Female,Standard,Married,Senior Manager
32.0,3,9.0,3,4.0,3.0,3.0,1,1,1,1.0,28530.0,Company Invited,Salaried,Female,Standard,Married,Senior Manager
34.0,1,15.0,2,4.0,4.0,2.0,0,2,1,1.0,23621.0,Self Enquiry,Small Business,Female,Standard,Single,Senior Manager
37.0,3,8.0,3,3.0,3.0,5.0,1,3,0,2.0,24602.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
36.0,3,18.0,3,4.0,3.0,3.0,0,5,0,1.0,23646.0,Company Invited,Small Business,Male,Deluxe,Married,Manager
22.0,1,17.0,3,5.0,3.0,3.0,0,4,1,1.0,21303.0,Company Invited,Salaried,Female,Basic,Single,Executive
36.0,1,16.0,4,5.0,3.0,3.0,1,4,1,2.0,29363.0,Self Enquiry,Salaried,Female,Standard,Divorced,Senior Manager
23.0,1,10.0,2,3.0,4.0,2.0,0,3,1,1.0,18295.0,Self Enquiry,Small Business,Female,Basic,Single,Executive
