Age,CityTier,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,MonthlyIncome,TypeofContact,Occupation,Gender,ProductPitched,MaritalStatus,Designation
36.0,3,19.0,3,4.0,3.0,5.0,1,3,1,1.0,23259.0,Company Invited,Salaried,Male,Deluxe,Single,Manager
19.0,3,6.0,3,5.0,5.0,1.0,0,3,1,1.0,17325.0,Company Invited,Large Business,Female,Basic,Single,Executive
32.0,1,6.0,3,3.0,5.0,2.0,0,1,0,1.0,17956.0,Self Enquiry,Salaried,Male,Basic,Single,Executive
28.0,1,10.0,3,4.0,3.0,3.0,0,2,1,1.0,20384.0,Company Invited,Small Business,Male,Basic,Divorced,Executive
39.0,1,30.0,3,4.0,3.0,2.0,0,3,0,1.0,24423.0,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
42.0,1,19.0,3,1.0,5.0,6.0,0,4,1,0.0,20538.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
32.0,1,7.0,3,6.0,3.0,2.0,0,3,1,1.0,23023.0,Company Invited,Small Business,Male,Deluxe,Divorced,Manager
30.0,3,7.0,3,4.0,3.0,3.0,0,3,1,2.0,26596.0,Company Invited,Small Business,Female,Standard,Married,Senior Manager
55.0,1,6.0,3,4.0,3.0,2.0,0,1,0,1.0,22458.0,Self Enquiry,Salaried,Female,Deluxe,Single,Manager
18.0,1,14.0,3,3.0,3.0,2.0,0,5,0,0.0,16904.0,Company Invited,Small Business,Male,Basic,Single,Executive
52.0,1,17.0,2,3.0,3.0,1.0,0,2,1,1.0,18149.0,Self Enquiry,Salaried,Female,Deluxe,Divorced,Manager
31.0,1,13.0,2,3.0,3.0,4.0,0,3,1,0.0,20915.0,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
30.0,3,6.0,3,4.0,5.0,2.0,0,4,1,1.0,24714.0,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
38.0,3,8.0,2,3.0,4.0,1.0,0,4,1,0.0,22351.0,Self Enquiry,Small Business,Male,Standard,Single,Senior Manager
20.0,3,15.0,2,3.0,3.0,2.0,1,4,1,0.0,17323.0,Company Invited,Small Business,Female,Basic,Single,Executive
34.0,2,15.0,2,3.0,3.0,2.0,0,1,1,0.0,17742.0,Self Enquiry,Large Business,Female,Basic,Divorced,Executive
33.0,3,8.0,3,3.0,4.0,1.0,0,1,0,0.0,20147.0,Company Invited,Small Business,Female,Deluxe,Single,Manager
30.0,2,15.0,2,3.0,3.0,1.0,1,3,1,1.0,21347.0,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
35.0,1,17.0,3,4.0,3.0,3.0,1,3,1,2.0,22493.0,Company Invited,Small Business,Male,Basic,Married,Executive
30.0,3,27.0,3,4.0,3.0,4.0,0,2,1,2.0,25609.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
37.0,1,10.0,3,4.0,3.0,7.0,0,2,1,1.0,21513.0,Self Enquiry,Salaried,Female,Basic,Married,Executive
51.0,3,16.0,3,3.0,4.0,6.0,0,1,1,2.0,28142.0,Self Enquiry,Salaried,Female,Standard,Married,Senior Manager
38.0,1,31.0,2,4.0,4.0,4.0,0,3,0,1.0,27061.0,Self Enquiry,Salaried,Female,Standard,Married,Senior Manager
33.0,3,17.0,4,4.0,3.0,2.0,0,3,1,2.0,23326.0,Company Invited,Small Business,Male,Deluxe,Single,Manager
57.0,1,16.0,3,4.0,3.0,2.0,0,4,0,1.0,29781.0,Self Enquiry,Small Business,Male,Super Deluxe,Divorced,AVP
41.0,1,16.0,3,4.0,5.0,5.0,0,2,1,0.0,32181.0,Company Invited,Salaried,Male,Super Deluxe,Married,AVP
52.0,1,17.0,2,3.0,3.0,1.0,0,1,1,0.0,18149.0,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
54.0,1,23.0,2,3.0,3.0,1.0,0,5,1,0.0,25739.0,Self Enquiry,Large Business,Female,Standard,Divorced,Senior Manager
34.0,3,14.0,3,3.0,5.0,6.0,0,1,1,2.0,21500.0,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
28.0,3,15.0,3,3.0,3.0,2.0,0,3,1,1.0,20253.0,Self Enquiry,Salaried,Male,Deluxe,Single,Manager
43.0,1,36.0,3,6.0,3.0,6.0,0,3,1,2.0,22950.0,Self Enquiry,Small Business,Male,Deluxe,Single,Manager
38.0,1,18.0,2,4.0,5.0,3.0,0,5,1,0.0,21288.0,Company Invited,Salaried,Male,Deluxe,Married,Manager
44.0,1,8.0,3,1.0,3.0,2.0,0,4,1,2.0,17011.0,Self Enquiry,Salaried,Female,Basic,Married,Executive
27.0,1,7.0,4,5.0,3.0,3.0,0,1,0,1.0,20685.0,Company Invited,Small Business,Female,Basic,Married,Executive
44.0,1,16.0,3,3.0,3.0,2.0,1,3,1,2.0,17936.0,Self Enquiry,Salaried,Male,Basic,Single,Executive
32.0,1,9.0,3,3.0,5.0,2.0,0,2,1,1.0,21725.0,Self Enquiry,Small Business,Female,Deluxe,Divorced,Manager
58.0,1,21.0,2,3.0,3.0,3.0,1,1,1,0.0,30787.0,Company Invited,Salaried,Male,Super Deluxe,Married,AVP
29.0,1,35.0,3,5.0,3.0,1.0,0,5,1,2.0,21384.0,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
47.0,2,12.0,4,4.0,4.0,2.0,1,5,1,3.0,23699.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
52.0,1,6.0,3,3.0,3.0,3.0,0,2,1,1.0,32099.0,Self Enquiry,Salaried,Male,Super Deluxe,Divorced,AVP
32.0,1,19.0,3,4.0,3.0,2.0,1,4,1,1.0,24533.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
34.0,1,13.0,2,3.0,4.0,1.0,0,5,0,0.0,26994.0,Self Enquiry,Salaried,Female,Standard,Single,Senior Manager
53.0,1,9.0,3,5.0,3.0,2.0,0,3,0,1.0,21890.0,Self Enquiry,Salaried,Female,Basic,Single,Executive
40.0,1,26.0,3,3.0,3.0,5.0,0,3,1,1.0,25322.0,Self Enquiry,Large Business,Male,Standard,Married,Senior Manager
37.0,1,31.0,2,4.0,3.0,1.0,0,3,0,1.0,20731.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
36.0,1,32.0,3,4.0,3.0,3.0,1,3,1,2.0,29066.0,Self Enquiry,Small Business,Female,Standard,Married,Senior Manager
33.0,1,7.0,4,5.0,3.0,2.0,1,5,1,1.0,22408.0,Self Enquiry,Salaried,Male,Basic,Single,Executive
36.0,1,8.0,3,3.0,4.0,5.0,1,4,0,0.0,21962.0,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
29.0,1,16.0,3,3.0,4.0,1.0,0,5,1,0.0,18291.0,Company Invited,Salaried,Female,Basic,Married,Executive
28.0,1,25.0,3,4.0,5.0,2.0,0,3,1,1.0,18196.0,Self Enquiry,Small Business,Male,Basic,Married,Executive
39.0,1,16.0,3,3.0,5.0,3.0,0,5,1,2.0,20377.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
52.0,1,14.0,3,5.0,3.0,4.0,0,3,1,2.0,24810.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
39.0,1,7.0,3,4.0,3.0,2.0,0,5,1,1.0,23413.0,Company Invited,Salaried,Male,Deluxe,Married,Manager
45.0,3,12.0,2,4.0,3.0,7.0,0,4,1,0.0,23865.0,Company Invited,Small Business,Female,Standard,Single,Senior Manager
41.0,3,8.0,2,3.0,4.0,2.0,0,3,1,1.0,31015.0,Self Enquiry,Salaried,Male,Super Deluxe,Single,AVP
26.0,1,14.0,4,5.0,3.0,3.0,0,1,0,3.0,21567.0,Self Enquiry,Small Business,Male,Basic,Married,Executive
29.0,1,26.0,4,5.0,5.0,3.0,0,3,1,2.0,21874.0,Self Enquiry,Small Business,Male,Basic,Married,Executive
28.0,1,10.0,3,4.0,3.0,3.0,0,1,0,1.0,20384.0,Company Invited,Small Business,Male,Basic,Married,Executive
44.0,3,9.0,4,4.0,3.0,3.0,0,3,1,3.0,24353.0,Company Invited,Salaried,Male,Deluxe,Married,Manager
46.0,1,6.0,2,4.0,5.0,3.0,1,1,1,1.0,25673.0,Company Invited,Small Business,Male,Standard,Married,Senior Manager
51.0,1,9.0,3,3.0,4.0,4.0,0,5,0,1.0,28734.0,Self Enquiry,Small Business,Female,Super Deluxe,Single,AVP
47.0,2,7.0,3,4.0,5.0,8.0,0,5,1,1.0,22101.0,Self Enquiry,Salaried,Female,Basic,Single,Executive
27.0,3,26.0,2,3.0,3.0,2.0,0,2,1,1.0,24981.0,Company Invited,Salaried,Female,Deluxe,Single,Manager
38.0,3,9.0,3,3.0,3.0,1.0,0,1,1,1.0,25609.0,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
53.0,1,6.0,2,4.0,3.0,5.0,1,1,0,0.0,27965.0,Company Invited,Small Business,Female,Super Deluxe,Married,AVP
41.0,1,12.0,3,4.0,4.0,7.0,1,3,1,0.0,21032.0,Self Enquiry,Small Business,Male,Deluxe,Single,Manager
26.0,1,14.0,4,5.0,3.0,3.0,0,2,1,3.0,21567.0,Self Enquiry,Small Business,Male,Basic,Divorced,Executive
29.0,1,28.0,3,4.0,3.0,3.0,0,1,0,1.0,21391.0,Self Enquiry,Small Business,Male,Basic,Married,Executive
26.0,3,14.0,2,4.0,5.0,7.0,0,3,1,1.0,20326.0,Self Enquiry,Large Business,Male,Deluxe,Single,Manager
42.0,1,16.0,4,4.0,5.0,3.0,0,5,1,2.0,20967.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
35.0,1,6.0,2,4.0,3.0,1.0,0,1,1,1.0,20363.0,Self Enquiry,Small Business,Female,Deluxe,Divorced,Manager
39.0,3,10.0,4,4.0,3.0,2.0,0,1,1,2.0,29287.0,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
21.0,1,11.0,3,3.0,3.0,2.0,0,1,1,1.0,18117.0,Self Enquiry,Small Business,Male,Basic,Single,Executive
39.0,3,8.0,2,1.0,3.0,1.0,0,2,1,1.0,22880.0,Self Enquiry,Salaried,Male,Standard,Single,Senior Manager
35.0,3,34.0,3,4.0,3.0,1.0,0,4,1,2.0,17430.0,Self Enquiry,Salaried,Female,Basic,Married,Executive
31.0,1,13.0,2,3.0,3.0,4.0,0,3,0,1.0,20915.0,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
58.0,1,6.0,2,5.0,3.0,3.0,1,1,1,1.0,20660.0,Company Invited,Salaried,Male,Deluxe,Married,Manager
46.0,1,7.0,3,4.0,3.0,6.0,0,1,1,2.0,24077.0,Company Invited,Small Business,Male,Deluxe,Single,Manager
31.0,3,7.0,4,5.0,5.0,3.0,0,4,1,2.0,28392.0,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
39.0,3,7.0,3,5.0,3.0,6.0,0,2,1,2.0,27364.0,Self Enquiry,Salaried,Female,Deluxe,Single,Manager
33.0,1,9.0,3,4.0,3.0,6.0,1,5,1,1.0,23676.0,Company Invited,Salaried,Female,Deluxe,Single,Manager
35.0,1,7.0,4,4.0,4.0,3.0,0,5,0,1.0,23003.0,Self Enquiry,Small Business,Male,Deluxe,Divorced,Manager
39.0,1,17.0,4,4.0,3.0,5.0,0,3,0,2.0,28502.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
52.0,1,7.0,2,5.0,5.0,5.0,0,1,1,1.0,26162.0,Company Invited,Small Business,Female,Standard,Single,Senior Manager
26.0,3,10.0,4,4.0,5.0,3.0,1,4,0,3.0,22872.0,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
33.0,1,11.0,2,4.0,3.0,5.0,0,3,0,0.0,22119.0,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
30.0,1,7.0,3,5.0,5.0,3.0,1,1,0,1.0,20997.0,Self Enquiry,Salaried,Female,Basic,Married,Executive
31.0,1,23.0,3,2.0,3.0,5.0,0,1,1,1.0,23972.0,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
35.0,3,5.0,3,3.0,5.0,2.0,0,4,0,0.0,24069.0,Company Invited,Salaried,Male,Standard,Married,Senior Manager
42.0,2,16.0,2,3.0,5.0,1.0,0,3,0,1.0,31799.0,Self Enquiry,Salaried,Female,Super Deluxe,Divorced,AVP
32.0,3,13.0,3,4.0,3.0,2.0,0,3,1,0.0,20484.0,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
23.0,1,26.0,4,4.0,3.0,3.0,0,1,1,1.0,21001.0,Self Enquiry,Small Business,Male,Basic,Married,Executive
26.0,1,16.0,3,4.0,5.0,5.0,0,1,1,1.0,20774.0,Self Enquiry,Salaried,Male,Basic,Single,Executive
34.0,1,22.0,3,4.0,3.0,2.0,1,5,1,1.0,32288.0,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
43.0,1,12.0,2,4.0,3.0,1.0,0,3,1,1.0,34392.0,Self Enquiry,Small Business,Female,King,Married,VP
20.0,1,10.0,2,3.0,5.0,2.0,0,3,1,1.0,17973.0,Self Enquiry,Large Business,Male,Basic,Single,Executive
42.0,1,14.0,3,3.0,3.0,2.0,0,5,0,1.0,33430.0,Company Invited,Salaried,Male,King,Married,VP
35.0,1,17.0,3,4.0,5.0,3.0,0,4,0,1.0,24803.0,Self Enquiry,Small Business,Male,Deluxe,Single,Manager
28.0,3,15.0,3,4.0,4.0,3.0,0,1,0,2.0,24892.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
48.0,1,36.0,3,4.0,4.0,3.0,1,3,1,1.0,30527.0,Company Invited,Salaried,Male,Standard,Married,Senior Manager
33.0,1,10.0,2,3.0,4.0,6.0,0,1,0,0.0,18055.0,Company Invited,Large Business,Male,Deluxe,Married,Manager
32.0,1,12.0,2,3.0,3.0,4.0,0,1,0,1.0,18038.0,Self Enquiry,Salaried,Male,Basic,Single,Executive
35.0,1,9.0,2,4.0,3.0,2.0,0,1,1,1.0,16281.0,Company Invited,Salaried,Male,Basic,Married,Executive
37.0,3,22.0,3,4.0,3.0,5.0,0,5,1,0.0,21334.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
47.0,1,28.0,4,4.0,4.0,6.0,0,3,1,3.0,27604.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
40.0,1,6.0,3,3.0,5.0,3.0,0,3,1,2.0,31823.0,Self Enquiry,Salaried,Male,Super Deluxe,Married,AVP
38.0,1,8.0,2,3.0,3.0,2.0,1,5,1,1.0,16702.0,Company Invited,Salaried,Male,Basic,Divorced,Executive
35.0,1,17.0,3,4.0,4.0,3.0,0,1,1,2.0,20686.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
52.0,3,17.0,4,4.0,4.0,7.0,0,1,1,3.0,31820.0,Self Enquiry,Salaried,Female,Standard,Married,Senior Manager
27.0,1,9.0,3,4.0,5.0,8.0,1,5,1,1.0,20720.0,Company Invited,Salaried,Male,Basic,Divorced,Executive
30.0,1,22.0,3,4.0,3.0,3.0,0,3,0,1.0,21018.0,Self Enquiry,Salaried,Male,Basic,Single,Executive
40.0,1,9.0,3,4.0,3.0,2.0,0,3,1,1.0,30847.0,Company Invited,Salaried,Male,Super Deluxe,Married,AVP
35.0,2,18.0,3,5.0,4.0,6.0,0,5,0,2.0,23168.0,Company Invited,Salaried,Male,Deluxe,Divorced,Manager
36.0,3,7.0,4,4.0,3.0,3.0,0,5,1,1.0,27467.0,Company Invited,Small Business,Female,Standard,Single,Senior Manager
26.0,1,11.0,2,4.0,3.0,2.0,1,1,0,1.0,17366.0,Company Invited,Small Business,Female,Basic,Married,Executive
31.0,1,15.0,2,4.0,5.0,1.0,1,3,0,1.0,17321.0,Company Invited,Small Business,Male,Basic,Single,Executive
50.0,3,34.0,2,4.0,5.0,5.0,1,5,0,0.0,25854.0,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
30.0,1,8.0,2,5.0,3.0,3.0,0,1,1,0.0,21091.0,Self Enquiry,Salaried,Female,Deluxe,Single,Manager
49.0,1,27.0,3,4.0,3.0,6.0,0,1,1,1.0,20937.0,Self Enquiry,Small Business,Male,Basic,Married,Executive
35.0,1,7.0,3,4.0,3.0,2.0,0,4,1,1.0,24162.0,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
57.0,1,6.0,3,1.0,3.0,1.0,0,3,1,2.0,19900.0,Self Enquiry,Salaried,Male,Deluxe,Divorced,Manager
27.0,3,35.0,4,4.0,4.0,3.0,0,3,1,1.0,24950.0,Self Enquiry,Small Business,Male,Deluxe,Divorced,Manager
55.0,1,6.0,2,3.0,5.0,1.0,1,1,1,1.0,34045.0,Self Enquiry,Small Business,Male,King,Single,VP
39.0,1,12.0,2,3.0,4.0,5.0,0,3,0,1.0,23376.0,Self Enquiry,Salaried,Female,Standard,Single,Senior Manager
21.0,1,21.0,3,3.0,3.0,2.0,0,5,1,1.0,16232.0,Self Enquiry,Salaried,Male,Basic,Single,Executive
31.0,1,7.0,3,5.0,3.0,3.0,1,1,1,2.0,23804.0,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
31.0,1,35.0,4,4.0,3.0,3.0,0,3,1,3.0,24453.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
31.0,1,21.0,3,3.0,3.0,2.0,0,4,1,2.0,17610.0,Company Invited,Small Business,Male,Basic,Divorced,Executive
20.0,3,7.0,4,6.0,5.0,2.0,0,3,1,2.0,21003.0,Company Invited,Large Business,Female,Basic,Single,Executive
50.0,1,23.0,4,4.0,5.0,6.0,1,1,1,2.0,21265.0,Self Enquiry,Small Business,Female,Basic,Married,Executive
32.0,1,9.0,2,3.0,3.0,4.0,0,1,1,0.0,26159.0,Self Enquiry,Salaried,Female,Standard,Single,Senior Manager
52.0,3,8.0,3,4.0,3.0,2.0,1,2,1,2.0,34068.0,Company Invited,Salaried,Male,King,Single,VP
32.0,1,6.0,3,3.0,4.0,2.0,0,3,0,0.0,21220.0,Self Enquiry,Salaried,Male,Deluxe,Divorced,Manager
48.0,3,35.0,3,3.0,3.0,4.0,0,4,0,1.0,27504.0,Self Enquiry,Small Business,Female,Standard,Married,Senior Manager
45.0,1,13.0,3,3.0,5.0,2.0,0,2,1,2.0,20210.0,Company Invited,Salaried,Male,Standard,Married,Senior Manager
20.0,3,29.0,3,4.0,3.0,3.0,1,2,0,2.0,20353.0,Self Enquiry,Small Business,Male,Basic,Single,Executive
48.0,1,32.0,3,4.0,3.0,4.0,0,3,1,1.0,27311.0,Self Enquiry,Small Business,Male,Standard,Single,Senior Manager
32.0,3,33.0,4,4.0,3.0,3.0,1,3,0,2.0,24295.0,Company Invited,Small Business,Male,Deluxe,Married,Manager
59.0,1,30.0,4,4.0,3.0,3.0,0,3,1,1.0,28990.0,Self Enquiry,Small Business,Female,Standard,Married,Senior Manager
42.0,1,29.0,4,4.0,3.0,5.0,1,5,0,1.0,24145.0,Company Invited,Salaried,Female,Deluxe,Married,Manager
27.0,1,16.0,2,3.0,5.0,2.0,0,3,0,1.0,23793.0,Company Invited,Salaried,Male,Standard,Married,Senior Manager
29.0,1,7.0,4,5.0,3.0,3.0,0,4,0,2.0,20241.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
33.0,1,6.0,3,4.0,5.0,4.0,1,4,0,0.0,17799.0,Self Enquiry,Salaried,Male,Basic,Single,Executive
32.0,1,27.0,4,4.0,3.0,5.0,0,3,1,1.0,28502.0,Company Invited,Salaried,Male,Standard,Married,Senior Manager
35.0,3,24.0,3,3.0,5.0,2.0,0,4,1,0.0,24069.0,Company Invited,Salaried,Male,Standard,Divorced,Senior Manager
40.0,3,8.0,2,3.0,4.0,1.0,0,1,0,0.0,20715.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
26.0,3,20.0,3,4.0,3.0,3.0,0,3,1,2.0,20774.0,Self Enquiry,Small Business,Male,Basic,Married,Executive
34.0,1,9.0,4,4.0,3.0,6.0,0,3,0,3.0,21174.0,Self Enquiry,Small Business,Male,Basic,Single,Executive
40.0,1,13.0,3,4.0,4.0,6.0,0,3,0,2.0,27054.0,Self Enquiry,Salaried,Female,Standard,Single,Senior Manager
34.0,2,9.0,4,4.0,3.0,3.0,0,1,1,3.0,22278.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
49.0,1,13.0,2,3.0,4.0,4.0,0,4,0,1.0,25466.0,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
26.0,1,7.0,3,4.0,4.0,3.0,0,3,1,1.0,20774.0,Self Enquiry,Small Business,Female,Basic,Single,Executive
30.0,1,15.0,4,6.0,5.0,3.0,1,3,1,2.0,20797.0,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
54.0,3,9.0,4,5.0,3.0,4.0,0,3,1,1.0,34105.0,Self Enquiry,Salaried,Female,Super Deluxe,Divorced,AVP
29.0,1,31.0,3,5.0,3.0,7.0,1,2,0,1.0,20706.0,Self Enquiry,Salaried,Male,Basic,Single,Executive
38.0,1,8.0,2,3.0,3.0,1.0,0,1,1,1.0,21553.0,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
36.0,1,30.0,2,3.0,4.0,1.0,0,3,1,1.0,20674.0,Company Invited,Salaried,Female,Deluxe,Married,Manager
36.0,1,35.0,3,2.0,3.0,3.0,0,5,1,1.0,22085.0,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
29.0,3,6.0,2,3.0,3.0,2.0,0,3,1,0.0,22918.0,Company Invited,Small Business,Female,Standard,Divorced,Senior Manager
18.0,3,11.0,3,3.0,4.0,2.0,1,4,1,0.0,16878.0,Company Invited,Small Business,Male,Basic,Single,Executive
36.0,1,14.0,2,3.0,3.0,2.0,0,4,1,0.0,25096.0,Self Enquiry,Large Business,Female,Standard,Married,Senior Manager
51.0,3,32.0,3,3.0,3.0,3.0,0,3,0,1.0,31307.0,Self Enquiry,Small Business,Female,Super Deluxe,Divorced,AVP
48.0,1,26.0,2,3.0,3.0,5.0,0,2,0,0.0,17259.0,Self Enquiry,Small Business,Male,Basic,Divorced,Executive
32.0,1,13.0,3,1.0,4.0,2.0,0,1,0,1.0,17794.0,Company Invited,Salaried,Male,Basic,Married,Executive
35.0,1,12.0,3,5.0,5.0,4.0,0,1,1,2.0,30309.0,Self Enquiry,Small Business,Female,Standard,Single,Senior Manager
19.0,1,15.0,2,3.0,5.0,2.0,0,3,0,0.0,17552.0,Self Enquiry,Salaried,Male,Basic,Single,Executive
45.0,3,35.0,3,2.0,3.0,5.0,1,2,1,2.0,31998.0,Self Enquiry,Small Business,Female,Super Deluxe,Divorced,AVP
29.0,1,12.0,3,4.0,3.0,3.0,1,2,1,1.0,22119.0,Self Enquiry,Large Business,Male,Basic,Single,Executive
30.0,3,10.0,3,4.0,4.0,2.0,1,3,1,0.0,20209.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
43.0,1,8.0,3,3.0,3.0,7.0,1,3,0,0.0,25231.0,Company Invited,Salaried,Male,Basic,Married,Executive
37.0,1,6.0,3,3.0,3.0,3.0,1,3,0,0.0,28603.0,Company Invited,Small Business,Female,Standard,Married,Senior Manager
38.0,1,6.0,2,3.0,3.0,5.0,1,2,0,1.0,22861.0,Self Enquiry,Salaried,Female,Standard,Single,Senior Manager
25.0,2,17.0,3,4.0,3.0,2.0,0,4,1,2.0,20823.0,Company Invited,Small Business,Male,Basic,Married,Executive
51.0,1,9.0,3,3.0,4.0,4.0,0,5,1,1.0,28734.0,Self Enquiry,Small Business,Female,Super Deluxe,Single,AVP
33.0,1,6.0,2,1.0,4.0,2.0,1,3,1,0.0,20488.0,Company Invited,Salaried,Female,Deluxe,Married,Manager
40.0,1,32.0,2,3.0,4.0,2.0,0,1,0,1.0,20605.0,Company Invited,Small Business,Female,Deluxe,Married,Manager
46.0,1,6.0,2,4.0,5.0,3.0,1,2,1,1.0,25673.0,Company Invited,Small Business,Male,Standard,Divorced,Senior Manager
24.0,1,13.0,4,2.0,5.0,3.0,1,3,1,3.0,20279.0,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
22.0,1,10.0,4,5.0,3.0,3.0,0,5,1,3.0,21908.0,Self Enquiry,Small Business,Male,Basic,Single,Executive
51.0,1,29.0,3,6.0,3.0,3.0,1,1,1,2.0,33089.0,Company Invited,Small Business,Male,Super Deluxe,Single,AVP
29.0,1,9.0,3,5.0,5.0,2.0,0,4,0,1.0,21239.0,Company Invited,Small Business,Male,Basic,Single,Executive
19.0,1,10.0,3,4.0,3.0,3.0,0,4,1,1.0,20098.0,Self Enquiry,Small Business,Male,Basic,Single,Executive
42.0,3,17.0,3,4.0,3.0,2.0,0,2,0,2.0,24908.0,Company Invited,Salaried,Male,Deluxe,Single,Manager
44.0,2,6.0,2,3.0,3.0,5.0,1,3,1,0.0,18195.0,Self Enquiry,Salaried,Female,Basic,Married,Executive
32.0,1,19.0,3,4.0,4.0,2.0,0,5,1,0.0,17743.0,Company Invited,Salaried,Female,Basic,Married,Executive
32.0,1,6.0,2,3.0,3.0,2.0,1,4,1,0.0,21162.0,Self Enquiry,Small Business,Male,Deluxe,Divorced,Manager
27.0,1,30.0,3,4.0,3.0,3.0,0,3,1,2.0,21564.0,Self Enquiry,Salaried,Female,Basic,Married,Executive
31.0,1,6.0,3,1.0,4.0,2.0,0,3,1,2.0,22446.0,Company Invited,Salaried,Female,Standard,Single,Senior Manager
33.0,1,7.0,4,4.0,5.0,6.0,0,4,1,3.0,22765.0,Company Invited,Large Business,Male,Deluxe,Married,Manager
53.0,3,12.0,2,3.0,3.0,3.0,1,5,0,0.0,17306.0,Self Enquiry,Small Business,Male,Deluxe,Divorced,Manager
40.0,1,15.0,3,4.0,3.0,3.0,0,1,1,2.0,22433.0,Company Invited,Salaried,Female,Basic,Married,Executive
35.0,1,12.0,3,5.0,5.0,4.0,0,2,0,1.0,30309.0,Self Enquiry,Small Business,Female,Standard,Single,Senior Manager
22.0,1,9.0,2,4.0,3.0,1.0,1,3,0,0.0,17853.0,Company Invited,Salaried,Male,Basic,Divorced,Executive
23.0,1,15.0,4,4.0,5.0,3.0,1,3,0,2.0,21076.0,Self Enquiry,Small Business,Female,Basic,Married,Executive
53.0,1,6.0,3,4.0,4.0,2.0,0,3,1,2.0,29123.0,Self Enquiry,Salaried,Male,Standard,Single,Senior Manager
45.0,1,27.0,3,4.0,4.0,3.0,0,5,1,2.0,22098.0,Self Enquiry,Salaried,Male,Basic,Single,Executive
49.0,1,6.0,2,3.0,3.0,5.0,0,3,1,0.0,30379.0,Self Enquiry,Salaried,Male,Super Deluxe,Single,AVP
35.0,1,8.0,4,5.0,5.0,2.0,0,1,0,1.0,24021.0,Company Invited,Small Business,Male,Deluxe,Single,Manager
61.0,3,14.0,3,2.0,3.0,2.0,1,5,0,1.0,23898.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
40.0,3,30.0,3,1.0,4.0,5.0,1,3,1,2.0,28194.0,Company Invited,Salaried,Female,Super Deluxe,Single,AVP
54.0,1,20.0,3,3.0,5.0,3.0,0,2,1,2.0,23128.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
27.0,1,10.0,3,2.0,3.0,3.0,0,5,1,2.0,23098.0,Self Enquiry,Small Business,Male,Basic,Married,Executive
35.0,1,13.0,3,4.0,5.0,4.0,0,4,0,1.0,21638.0,Self Enquiry,Small Business,Male,Basic,Single,Executive
18.0,3,16.0,3,4.0,3.0,2.0,0,1,0,2.0,16200.0,Self Enquiry,Small Business,Female,Basic,Single,Executive
51.0,1,17.0,2,4.0,4.0,4.0,0,1,0,1.0,28142.0,Self Enquiry,Large Business,Female,Super Deluxe,Single,AVP
29.0,1,16.0,2,4.0,3.0,2.0,0,4,1,0.0,21623.0,Company Invited,Salaried,Female,Basic,Single,Executive
